CNPJ_GESTOR,n_fundos,pl_total,nome_em_registro,CNPJ_LIMPO,DENOM_SOCIAL,DENOM_COMERC,MUN,UF,CONTROLE_ACIONARIO,DT_REG,SITE_ADMIN,nome,faixa_porte,share_pct
11304223000169,37,1836946283.75,SUNO GESTORA DE RECURSOS LTDA,11304223000169,SUNO GESTORA DE RECURSOS LTDA,SUNO ASSET MANAGEMENT,SÃO PAULO,SP,PRIVADO,2012-01-09,https://www.suno.com.br/asset/,SUNO ASSET MANAGEMENT,F3 · 1 a 10 bi,0.013846090132691832
41917181000100,24,1826036755.18,NORTH SEA GESTORA DE RECURSOS LTDA.,41917181000100,NORTH SEA GESTORA DE RECURSOS LTDA.,NORTH SEA GESTORA DE RECURSOS LTDA.,SÃO PAULO,SP,PRIVADO,2021-12-23,https://nscapital.com.br/,NORTH SEA GESTORA DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.013763858922546137
12209584000199,15,1824250149.31,RIZA AGRONEGÓCIO GESTORA DE RECURSOS LTDA.,12209584000199,RIZA AGRONEGÓCIO GESTORA DE RECURSOS LTDA.,RIZA AGRONEGÓCIO,SÃO PAULO,SP,PRIVADO,2010-12-20,https://www.rizaasset.com/,RIZA AGRONEGÓCIO,F3 · 1 a 10 bi,0.013750392276228578
09664936000191,61,1813015899.93,ANDBANK GESTAO DE PATRIMONIO FINANCEIRO LTDA,09664936000191,ANDBANK GESTAO DE PATRIMONIO FINANCEIRO LTDA,--,SÃO PAULO,SP,PRIVADO,2011-05-17,www.andbank.com.br,ANDBANK GESTAO DE PATRIMONIO FINANCEIRO LTDA,F3 · 1 a 10 bi,0.013665713463971167
28501790000108,6,1804920460.55,SAMESIDE CONSULTORIA E GESTÃO LTDA.,28501790000108,SAMESIDE CONSULTORIA E GESTÃO LTDA.,SAMESIDE GP,PORTO ALEGRE,RS,PRIVADO,2019-04-22,sameside.com.br,SAMESIDE GP,F3 · 1 a 10 bi,0.013604693615807507
14751574000106,15,1798880900.06,VILA RICA CAPITAL GESTORA DE RECURSOS LTDA,14751574000106,VILA RICA CAPITAL GESTORA DE RECURSOS LTDA,--,SÃO PAULO,SP,PRIVADO,2012-04-02,www.vilaricacapital.com.br,VILA RICA CAPITAL GESTORA DE RECURSOS LTDA,F3 · 1 a 10 bi,0.013559170075110568
20710453000119,10,1797008601.19,MONTE BRAVO GESTÃO DE RECURSOS LTDA.,20710453000119,MONTE BRAVO GESTÃO DE RECURSOS LTDA.,MONTE BRAVO GESTÃO,SÃO PAULO,SP,PRIVADO,2014-10-09,www.montebravoasset.com.br,MONTE BRAVO GESTÃO,F3 · 1 a 10 bi,0.013545057512789782
46208664000141,17,1758261017.09,HYPERION ASSET MANAGEMENT LTDA.,46208664000141,HYPERION ASSET MANAGEMENT LTDA.,HYPERION ASSET,SÃO PAULO,SP,PRIVADO,2023-10-23,www.hyperionasset.com,HYPERION ASSET,F3 · 1 a 10 bi,0.01325299532968804
04531065000114,4,1756619175.6499999,PRAVALER S/A,04531065000114,PRAVALER S/A,PRAVALER S/A,SÃO PAULO,SP,PRIVADO,2004-01-14,www.pravaler.com.br,PRAVALER S/A,F3 · 1 a 10 bi,0.013240619853734863
49347835000101,24,1752289254.04,MAUD CAPITAL GESTORA DE ATIVOS LTDA.,49347835000101,MAUD CAPITAL GESTORA DE ATIVOS LTDA.,MAUD CAPITAL,SÃO PAULO,SP,PRIVADO,2024-02-07,www.maud.capital,MAUD CAPITAL,F3 · 1 a 10 bi,0.013207982816163377
02933874000127,36,1751611958.97,RAFTER GESTÃO DE INVESTIMENTOS LTDA,02933874000127,RAFTER GESTÃO DE INVESTIMENTOS LTDA,RAFTER GESTÃO DE INVESTIMENTOS LTDA,SÃO PAULO,SP,PRIVADO,1999-08-31,www.rafterinvestimentos.com.br,RAFTER GESTÃO DE INVESTIMENTOS LTDA,F3 · 1 a 10 bi,0.013202877664930264
52332058000136,25,1748934073.3899999,QI GESTÃO DE RECURSOS LTDA.,52332058000136,QI GESTÃO DE RECURSOS LTDA.,QI GESTÃO DE RECURSOS,SÃO PAULO,SP,PRIVADO,2024-02-06,www.qiasset.com.br,QI GESTÃO DE RECURSOS,F3 · 1 a 10 bi,0.013182692945630785
14841301000152,21,1746640604.04,TARPON GESTORA DE RECURSOS LTDA,14841301000152,TARPON GESTORA DE RECURSOS LTDA,--,SÃO PAULO,SP,PRIVADO,2012-08-17,http://www.tarponinvest.com.br/,TARPON GESTORA DE RECURSOS LTDA,F3 · 1 a 10 bi,0.013165405786165327
37542067000168,8,1738215367.17,BRAVOS GESTÃO DE RECURSOS LTDA.,37542067000168,BRAVOS GESTÃO DE RECURSOS LTDA.,BRAVOS GESTÃO DE RECURSOS,SÃO PAULO,SP,PRIVADO,2021-02-25,www.bravosgestao.com.br,BRAVOS GESTÃO DE RECURSOS,F3 · 1 a 10 bi,0.013101900070117304
09146756000118,29,1718254884.29,JERA CAPITAL GESTAO DE RECURSOS LTDA,09146756000118,JERA CAPITAL GESTAO DE RECURSOS LTDA,JERA CAPITAL GESTAO DE RECURSOS LTDA,SÃO PAULO,SP,PRIVADO,2007-12-21,www.jeracapital.com.br,JERA CAPITAL GESTAO DE RECURSOS LTDA,F3 · 1 a 10 bi,0.012951446762095507
33576954000104,10,1701606562.99,ARTESANAL FINANCEIRO LTDA,33576954000104,ARTESANAL FINANCEIRO LTDA,ARTESANAL FINANCEIRO LTDA,SÃO PAULO,SP,PRIVADO,2019-11-04,artesanalinvestimentos.com.br,ARTESANAL FINANCEIRO LTDA,F3 · 1 a 10 bi,0.012825959065848215
07311643000103,11,1697889124.8500001,JHSF CAPITAL LTDA.,07311643000103,JHSF CAPITAL LTDA.,JHSF CAPITAL,SÃO PAULO,SP,PRIVADO,2007-10-23,http://www.jhsfcapital.com.br/,JHSF CAPITAL,F3 · 1 a 10 bi,0.012797938658281332
15388425000197,28,1682552879.6299999,NOVUS CAPITAL GESTORA DE RECURSOS LTDA.,15388425000197,NOVUS CAPITAL GESTORA DE RECURSOS LTDA.,--,RIO DE JANEIRO,RJ,PRIVADO,2012-08-10,www.novuscapital.com.br,NOVUS CAPITAL GESTORA DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.01268234081228461
29000207000148,2,1675122893.02,MULTIPLIKE GESTÃO DE RECURSOS LTDA.,29000207000148,MULTIPLIKE GESTÃO DE RECURSOS LTDA.,-----,JOINVILLE,SC,PRIVADO,2023-01-19,www.multiplike.com.br,MULTIPLIKE GESTÃO DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.012626336853324666
08792073000175,26,1674005410.05,KADIMA GESTAO DE INVESTIMENTOS LTDA,08792073000175,KADIMA GESTAO DE INVESTIMENTOS LTDA,KADIMA ASSET MANAGEMENT,RIO DE JANEIRO,RJ,PRIVADO,2007-06-26,www.kadimaasset.com.br,KADIMA ASSET MANAGEMENT,F3 · 1 a 10 bi,0.012617913760030517
22899452000190,19,1673917697.8899999,BUTIÁ GESTÃO DE INVESTIMENTOS LTDA.,22899452000190,BUTIÁ GESTÃO DE INVESTIMENTOS LTDA.,BUTIÁ INVESTIMENTOS,NOVA LIMA,MG,PRIVADO,2015-09-30,www.butiainvestimentos.com.br,BUTIÁ INVESTIMENTOS,F3 · 1 a 10 bi,0.012617252624490607
31384260000131,97,1651736905.41,ORIZ ASSET MANAGEMENT LTDA.,31384260000131,ORIZ ASSET MANAGEMENT LTDA.,ORIZ ASSET MANAGEMENT LTDA.,SÃO PAULO,SP,PRIVADO,2019-06-13,www.orizpartners.com.br,ORIZ ASSET MANAGEMENT LTDA.,F3 · 1 a 10 bi,0.012450063602901117
28928618000135,19,1645394766.27,REACH CAPITAL INVESTIMENTOS S.A,28928618000135,REACH CAPITAL INVESTIMENTOS S.A,REACH CAPITAL,SÃO PAULO,SP,PRIVADO,2018-07-16,www.reachcapital.com.br,REACH CAPITAL,F3 · 1 a 10 bi,0.012402259357919469
55080408000102,19,1626092510.91,ANTHARUS GESTORA DE RECURSOS LTDA.,55080408000102,ANTHARUS GESTORA DE RECURSOS LTDA.,ANTHARUS GESTORA DE RECURSOS LTDA.,SÃO PAULO,SP,PRIVADO,2024-12-20,www.antharus.com.br,ANTHARUS GESTORA DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.012256767478356611
12417157000104,25,1623489534.87,PARAMIS BR INVESTIMENTOS LTDA,12417157000104,PARAMIS BR INVESTIMENTOS LTDA,PARAMIS INVESTIMENTOS,RIO DE JANEIRO,RJ,PRIVADO,2012-12-11,https://www.paramis.com.br/,PARAMIS INVESTIMENTOS,F3 · 1 a 10 bi,0.012237147394099437
63178448000110,17,1607140992.82,SZ Capital Ltda.,63178448000110,SZ Capital Ltda.,SZ Capital,SÃO PAULO,SP,PRIVADO,2026-02-04,www.szcapital.com.br,SZ Capital,F3 · 1 a 10 bi,0.0121139193014955
42621928000133,17,1596579016.8,INTRA ASSET MANAGEMENT LTDA.,42621928000133,INTRA ASSET MANAGEMENT LTDA.,INTRA ASSET,SÃO PAULO,SP,PRIVADO,2022-03-08,https://www.intrabank.com.br/asset/,INTRA ASSET,F3 · 1 a 10 bi,0.012034307789038148
41475648000100,19,1580837515.4399998,CAPITÂNIA ALTERNATIVES S/A,41475648000100,CAPITÂNIA ALTERNATIVES S/A,CAPITÂNIA ALTERNATIVES,SÃO PAULO,SP,PRIVADO,2022-05-30,www.capitaniainvestimentos.com.br,CAPITÂNIA ALTERNATIVES,F3 · 1 a 10 bi,0.011915655301165989
06332955000122,18,1573097047.37,STEN GESTÃO PATRIMONIAL LTDA.,06332955000122,STEN GESTÃO PATRIMONIAL LTDA.,STEN GESTÃO PATRIMONIAL,SÃO PAULO,SP,PRIVADO,2009-02-12,https://sten.capital/,STEN GESTÃO PATRIMONIAL,F3 · 1 a 10 bi,0.011857311070028402
30701673000130,9,1561968282.29,ARTESANAL MCMS LTDA,30701673000130,ARTESANAL MCMS LTDA,ARTESANAL MCMS LTDA,SÃO PAULO,SP,PRIVADO,2018-07-16,https://www.artesanalinvestimentos.com.br/,ARTESANAL MCMS LTDA,F3 · 1 a 10 bi,0.011773427351856379
09576295000113,18,1561623602.38,SPRINGS CAPITAL LTDA.,09576295000113,SPRINGS CAPITAL LTDA.,SPRINGS CAPITAL LTDA,SÃO PAULO,SP,PRIVADO,2008-07-04,www.springscapital.com.br,SPRINGS CAPITAL LTDA,F3 · 1 a 10 bi,0.011770829306860176
47917164000141,7,1552589418.66,AXOR ASSET,47917164000141,AXOR ASSET,AXOR ASSET,SÃO PAULO,SP,PRIVADO,2023-01-16,www.axorasset.com.br,AXOR ASSET,F3 · 1 a 10 bi,0.011702733618287805
09555837000171,20,1549414080.5200002,EOS INVESTIMENTOS LTDA.,09555837000171,EOS INVESTIMENTOS LTDA.,--,SÃO PAULO,SP,PRIVADO,2008-06-23,www.eosinvestimentos.com.br,EOS INVESTIMENTOS LTDA.,F3 · 1 a 10 bi,0.011678799321200762
30135282000103,34,1548836939.73,PATRIMONIAL GESTÃO DE RECURSOS LTDA.,30135282000103,PATRIMONIAL GESTÃO DE RECURSOS LTDA.,PATRIMONIAL GESTÃO DE RECURSOS LTDA.,RIO DE JANEIRO,RJ,PRIVADO,2018-09-21,patrimonialgestao.com.br,PATRIMONIAL GESTÃO DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.011674449088715311
18730786000168,20,1542898926.16,MOAT CAPITAL GESTÃO DE RECURSOS LTDA,18730786000168,MOAT CAPITAL GESTÃO DE RECURSOS LTDA,MOAT CAPITAL,SÃO PAULO,SP,PRIVADO,2013-10-16,www.moat.com.br,MOAT CAPITAL,F3 · 1 a 10 bi,0.011629690963871548
25287778000154,12,1542651756.62,TELLUS INVESTIMENTOS E  CONSULTORIA LTDA.,25287778000154,TELLUS INVESTIMENTOS E  CONSULTORIA LTDA.,TELLUS INVESTIMENTOS,SÃO PAULO,SP,PRIVADO,2016-12-16,www.tellus.com.br,TELLUS INVESTIMENTOS,F3 · 1 a 10 bi,0.011627827908996635
17544838000149,5,1540178030.6,TRILHA INVESTIMENTOS LTDA,17544838000149,TRILHA INVESTIMENTOS LTDA,TRILHA INVESTIMENTOS LTDA,SÃO PAULO,SP,PRIVADO,2013-03-28,www.trilhainvestimentos.com.br,TRILHA INVESTIMENTOS LTDA,F3 · 1 a 10 bi,0.011609182054330388
28363263000184,7,1538234751.45,DEVANT ASSET INVESTIMENTOS LTDA,28363263000184,DEVANT ASSET INVESTIMENTOS LTDA,DEVANT ASSET,SÃO PAULO,SP,PRIVADO,2018-06-20,https://www.devantasset.com.br/,DEVANT ASSET,F3 · 1 a 10 bi,0.011594534473994531
17036001000199,23,1532086182.24,LESTE FINANCIAL SERVICES GESTÃO DE RECURSOS LTDA.,17036001000199,LESTE FINANCIAL SERVICES GESTÃO DE RECURSOS LTDA.,-----,RIO DE JANEIRO,RJ,PRIVADO,2018-07-16,www.leste.com,LESTE FINANCIAL SERVICES GESTÃO DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.011548189273690166
37788647000130,37,1531673219.9,INVESTO GESTÃO DE RECURSOS LTDA.,37788647000130,INVESTO GESTÃO DE RECURSOS LTDA.,-----,SÃO PAULO,SP,PRIVADO,2020-11-24,www.investoetf.com,INVESTO GESTÃO DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.011545076545881177
08947719000146,21,1526462549.41,BOGARI GESTÃO DE INVESTIMENTOS LTDA.,08947719000146,BOGARI GESTÃO DE INVESTIMENTOS LTDA.,BOGARI CAPITAL,RIO DE JANEIRO,RJ,PRIVADO,2007-11-23,www.bogaricapital.com.br,BOGARI CAPITAL,F3 · 1 a 10 bi,0.01150580081207528
22778532000197,6,1512661446.07,TAÍBA INVESTIMENTOS LTDA.,22778532000197,TAÍBA INVESTIMENTOS LTDA.,TAÍBA INVESTIMENTOS,SÃO PAULO,SP,PRIVADO,2015-12-21,www.taibainvestimentos.com.br,TAÍBA INVESTIMENTOS,F3 · 1 a 10 bi,0.011401774187852967
00531590000189,4,1498008011.3,Cibrius - Instituto de Previdência Complementar,,,,,,,,,Cibrius - Instituto de Previdência Complementar,F3 · 1 a 10 bi,0.01129132306558893
58346678000100,12,1489898859.84,Ark Gestora de Recursos Ltda.,58346678000100,Ark Gestora de Recursos Ltda.,Arkam,BELO HORIZONTE,MG,PRIVADO,2025-07-02,arkam.capital,Arkam,F3 · 1 a 10 bi,0.011230199861819685
04521606000123,34,1469731994.54,C20 QUADRANTE INVESTIMENTOS LTDA.,04521606000123,C20 QUADRANTE INVESTIMENTOS LTDA.,C20 Quadrante,SÃO PAULO,SP,PRIVADO,2004-03-03,https://cvpar.com.br/,C20 Quadrante,F3 · 1 a 10 bi,0.0110781909342273
51180890000100,2,1461751419.5,AMAGGI CAPITAL LTDA.,51180890000100,AMAGGI CAPITAL LTDA.,AMAGGI CAPITAL,CUIABÁ,MT,PRIVADO,2024-01-30,www.amaggicapital.com.br,AMAGGI CAPITAL,F3 · 1 a 10 bi,0.011018036882749554
38461272000161,2,1442202477.55,NICHE PARTNERS GESTORA DE RECURSOS LTDA.,38461272000161,NICHE PARTNERS GESTORA DE RECURSOS LTDA.,NICHE PARTNERS,SÃO PAULO,SP,PRIVADO,2023-02-13,www.nichepartners.com.br,NICHE PARTNERS,F3 · 1 a 10 bi,0.010870685588575674
08228243000193,11,1426319796.3899999,ALOCC GESTÃO PATRIMONIAL LTDA.,08228243000193,ALOCC GESTÃO PATRIMONIAL LTDA.,--,RIO DE JANEIRO,RJ,PRIVADO,2011-12-23,www.alocc.com.br,ALOCC GESTÃO PATRIMONIAL LTDA.,F3 · 1 a 10 bi,0.010750968949697575
25248367000150,44,1420372973.77,VÊNETO GESTÃO DE RECURSOS LTDA,25248367000150,VÊNETO GESTÃO DE RECURSOS LTDA,VÊNETO FAMILY OFFICE,BELO HORIZONTE,MG,PRIVADO,2017-08-01,www.venetomfo.com.br,VÊNETO FAMILY OFFICE,F3 · 1 a 10 bi,0.010706144426123831
12160857000158,14,1394320142.58,CULTINVEST ASSET MANAGEMENT LTDA,12160857000158,CULTINVEST ASSET MANAGEMENT LTDA,CULTINVEST,SÃO PAULO,SP,PRIVADO,2010-10-08,www.cultinvest.com.br,CULTINVEST,F3 · 1 a 10 bi,0.010509769686122106
06071726000100,6,1378757141.84,ÁGORA GESTAO DE RECURSOS LTDA.,06071726000100,ÁGORA GESTAO DE RECURSOS LTDA.,BRADESCO FAMILY OFFICE (BFO),SÃO PAULO,SP,PRIVADO,2022-05-24,https://www.agorainvestimentos.com.br/investir/bgc/,BRADESCO FAMILY OFFICE (BFO),F3 · 1 a 10 bi,0.010392462657121078
10705874000106,8,1373399293.78,A3 PERFORMANCE GESTAO DE RECURSOS LTDA,10705874000106,A3 PERFORMANCE GESTAO DE RECURSOS LTDA,--,RIO DE JANEIRO,RJ,PRIVADO,2009-07-30,www.a3performance.com.br,A3 PERFORMANCE GESTAO DE RECURSOS LTDA,F3 · 1 a 10 bi,0.010352077563766805
35132740000166,21,1363893936.43,BDR INVESTIMENTOS LTDA.,35132740000166,BDR INVESTIMENTOS LTDA.,BDR ASSET,SÃO PAULO,SP,PRIVADO,2020-06-10,www.bdrasset.com.br,BDR ASSET,F3 · 1 a 10 bi,0.010280430376379884
42462859000162,10,1360151769.85,NEO EQUITIES GESTÃO DE RECURSOS LTDA.,42462859000162,NEO EQUITIES GESTÃO DE RECURSOS LTDA.,NEO EQUITIES,SÃO PAULO,SP,PRIVADO,2021-10-04,www.neo.com.br,NEO EQUITIES,F3 · 1 a 10 bi,0.010252223576749112
08990773000174,6,1359988847.13,POLO CAPITAL INTERNACIONAL GESTÃO DE RECURSOS LTDA,08990773000174,POLO CAPITAL INTERNACIONAL GESTÃO DE RECURSOS LTDA,POLO CAPITAL INTERNACIONAL GESTÃO DE RECURSOS LTDA,RIO DE JANEIRO,RJ,PRIVADO,2007-12-07,www.polocapital.com/,POLO CAPITAL INTERNACIONAL GESTÃO DE RECURSOS LTDA,F3 · 1 a 10 bi,0.010250995537211028
38347420000111,24,1342426107.5400002,BOCAINA CAPITAL GESTORA DE RECURSOS LTDA.,38347420000111,BOCAINA CAPITAL GESTORA DE RECURSOS LTDA.,BOCAINA CAPITAL,SÃO PAULO,SP,PRIVADO,2021-02-11,www.bocainacapital.com,BOCAINA CAPITAL,F3 · 1 a 10 bi,0.010118615359580734
08204817000193,27,1340008762.16,DRYS CAPITAL LTDA,08204817000193,DRYS CAPITAL LTDA,DRYS CAPITAL,SÃO PAULO,SP,PRIVADO,2006-10-06,www.equitas.com.br,DRYS CAPITAL,F3 · 1 a 10 bi,0.010100394477288522
16925467000182,28,1329696337.56,GLOBAL GESTÃO E INVESTIMENTOS LTDA,16925467000182,GLOBAL GESTÃO E INVESTIMENTOS LTDA,GLOBAL ASSET MANAGEMENT,BELO HORIZONTE,MG,PRIVADO,2013-01-17,www.globalasset.com.br,GLOBAL ASSET MANAGEMENT,F3 · 1 a 10 bi,0.010022663973265997
20859417000111,8,1326381760.12,VINCI INFRAESTRUTURA GESTORA DE RECURSOS LTDA.,20859417000111,VINCI INFRAESTRUTURA GESTORA DE RECURSOS LTDA.,VINCI INFRAESTRUTURA,RIO DE JANEIRO,RJ,PRIVADO,2015-07-07,www.vincipartners.com,VINCI INFRAESTRUTURA,F3 · 1 a 10 bi,0.00999768015180534
42617367000107,14,1325395946.78,SPX REAL ESTATE GESTÃO DE RECURSOS LTDA.,42617367000107,SPX REAL ESTATE GESTÃO DE RECURSOS LTDA.,SPX REAL ESTATE,SÃO PAULO,SP,PRIVADO,2022-07-27,www.spxcapital.com,SPX REAL ESTATE,F3 · 1 a 10 bi,0.009990249526054115
40147051000165,23,1320029397.48,RBR PRIVATE EQUITY GESTÃO DE RECURSOS LTDA.,40147051000165,RBR PRIVATE EQUITY GESTÃO DE RECURSOS LTDA.,RBR PRIVATE EQUITY,SÃO PAULO,SP,PRIVADO,2021-05-14,www.rbrasset.com.br/rbrprivateequity,RBR PRIVATE EQUITY,F3 · 1 a 10 bi,0.009949798846594048
11530232000178,4,1300373929.17,APOLO INVESTIMENTOS LTDA,11530232000178,APOLO INVESTIMENTOS LTDA,--,SÃO PAULO,SP,PRIVADO,2010-10-22,www.apoloinvestimentos.com.br,APOLO INVESTIMENTOS LTDA,F3 · 1 a 10 bi,0.009801644603746537
11504852000132,13,1293862329.79,NOVA S.R.M. ADMINISTRAÇÃO DE RECURSOS E FINANÇAS S/A,11504852000132,NOVA S.R.M. ADMINISTRAÇÃO DE RECURSOS E FINANÇAS S/A,--,SÃO PAULO,SP,PRIVADO,2010-07-23,www.srmasset.com.br,NOVA S.R.M. ADMINISTRAÇÃO DE RECURSOS E FINANÇAS S/A,F3 · 1 a 10 bi,0.009752563042287155
14569262000186,9,1284788174.94,VGR GESTÃO DE RECURSOS LTDA.,14569262000186,VGR GESTÃO DE RECURSOS LTDA.,--,VITÓRIA,ES,PRIVADO,2012-02-07,www.valorgestora.com.br,VGR GESTÃO DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.009684166068982843
10790817000164,3,1279196112.34,ZAGROS CAPITAL GESTAO DE RECURSOS S.A,10790817000164,ZAGROS CAPITAL GESTAO DE RECURSOS S.A,ZAGROS CAPITAL,SÃO PAULO,SP,PRIVADO,2009-08-26,www.zagroscapital.com.br,ZAGROS CAPITAL,F3 · 1 a 10 bi,0.00964201556982443
29292940000183,3,1270029712.75,REDPOINT EVENTURES GESTÃO DE RECURSOS LTDA.,29292940000183,REDPOINT EVENTURES GESTÃO DE RECURSOS LTDA.,REDPOINT EVENTURES GESTÃO DE RECURSOS LTDA.,SÃO PAULO,SP,PRIVADO,2018-06-20,www.rpev.com.br,REDPOINT EVENTURES GESTÃO DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.00957292329639316
43020918000105,5,1259183426.28,PERFIN EQUITIES ADMINISTRAÇÃO DE RECURSOS LTDA.,43020918000105,PERFIN EQUITIES ADMINISTRAÇÃO DE RECURSOS LTDA.,PERFIN EQUITIES ADMINISTRAÇÃO DE RECURSOS LTDA.,SÃO PAULO,SP,PRIVADO,2022-05-02,www.perfin.com.br,PERFIN EQUITIES ADMINISTRAÇÃO DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.009491168777277861
36588627000152,6,1243586256.14,ORGANON CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,36588627000152,ORGANON CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,ORGANON CAPITAL,SÃO PAULO,SP,PRIVADO,2020-08-10,www.organoncapital.com.br,ORGANON CAPITAL,F3 · 1 a 10 bi,0.009373604194424356
19005052000189,13,1240386148.46,ATENA CAPITAL GESTÃO DE RECURSOS LTDA.,19005052000189,ATENA CAPITAL GESTÃO DE RECURSOS LTDA.,ATENA CAPITAL,SÃO PAULO,SP,PRIVADO,2013-10-24,www.atenacapital.com.br,ATENA CAPITAL,F3 · 1 a 10 bi,0.009349483195479767
06293756000152,18,1239498453.0,KÍNITRO CAPITAL GESTÃO DE RECURSOS DE TERCEIROS LTDA.,06293756000152,KÍNITRO CAPITAL GESTÃO DE RECURSOS DE TERCEIROS LTDA.,KÍNITRO,RIO DE JANEIRO,RJ,PRIVADO,2005-02-14,https://www.kinitro.com.br,KÍNITRO,F3 · 1 a 10 bi,0.009342792138992011
46382187000136,20,1238346655.6000001,LCP GESTORA DE RECURSOS LTDA,46382187000136,LCP GESTORA DE RECURSOS LTDA,LCP GESTORA DE RECURSOS LTDA.,CURITIBA,PR,PRIVADO,2022-10-27,www.lifecapitalpartners.com.br,LCP GESTORA DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.009334110398673268
38481640000133,20,1231970297.47,ALGARVE CAPITAL GESTÃO DE RECURSOS LTDA.,38481640000133,ALGARVE CAPITAL GESTÃO DE RECURSOS LTDA.,ALGARVE CAPITAL,SÃO PAULO,SP,PRIVADO,2021-06-23,www.algarvecapital.com.br,ALGARVE CAPITAL,F3 · 1 a 10 bi,0.009286048226051611
07793323000129,7,1225157495.77,VISION BRAZIL GESTÃO DE INVESTIMENTOS E PARTICIPAÇÕES LTDA,07793323000129,VISION BRAZIL GESTÃO DE INVESTIMENTOS E PARTICIPAÇÕES LTDA,VISION BRAZIL INVESTMENTS,SÃO PAULO,SP,PRIVADO,2006-09-14,visionbrazil.com,VISION BRAZIL INVESTMENTS,F3 · 1 a 10 bi,0.009234696334475453
12263316000155,7,1217339619.84,NOVA MILANO INVESTIMENTOS LTDA,12263316000155,NOVA MILANO INVESTIMENTOS LTDA,--,FARROUPILHA,RS,PRIVADO,2011-02-01,www.nmcapital.com.br,NOVA MILANO INVESTIMENTOS LTDA,F3 · 1 a 10 bi,0.009175768637062329
33267993000111,4,1211286606.43,DELTA ENERGIA ADMINISTRAÇÃO DE RECURSOS LTDA.,33267993000111,DELTA ENERGIA ADMINISTRAÇÃO DE RECURSOS LTDA.,-----,SÃO PAULO,SP,PRIVADO,2019-10-16,www.deltaear.com.br,DELTA ENERGIA ADMINISTRAÇÃO DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.009130143694193472
44259453000102,5,1207547756.08,MAKENA GESTORA DE RECURSOS LTDA.,44259453000102,MAKENA GESTORA DE RECURSOS LTDA.,-----,SÃO PAULO,SP,PRIVADO,2022-06-21,www.makenagestora.com.br,MAKENA GESTORA DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.00910196189084043
20052540000126,6,1201544609.53,VINCI GGN GESTÃO DE RECURSOS LTDA.,20052540000126,VINCI GGN GESTÃO DE RECURSOS LTDA.,VINCI GGN,RECIFE,PE,PRIVADO,2015-07-07,www.vincipartners.com,VINCI GGN,F3 · 1 a 10 bi,0.009056712822347596
13601663000103,13,1196867439.51,V2 INVESTIMENTOS LTDA,13601663000103,V2 INVESTIMENTOS LTDA,V2 INVESTIMENTOS,SÃO PAULO,SP,PRIVADO,2011-08-16,https://www.v2investimentos.com.br/,V2 INVESTIMENTOS,F3 · 1 a 10 bi,0.009021458379560822
31818879000107,6,1193553032.0,URCA GESTÃO DE RECURSOS LTDA.,31818879000107,URCA GESTÃO DE RECURSOS LTDA.,URCA CAPITAL PARTNERS,SÃO PAULO,SP,PRIVADO,2019-08-13,www.urcacp.com.br,URCA CAPITAL PARTNERS,F3 · 1 a 10 bi,0.008996475838957485
18356470000158,8,1187046786.04,INVISTA REAL ESTATE LTDA.,18356470000158,INVISTA REAL ESTATE LTDA.,INVISTA REAL ESTATE,SÃO PAULO,SP,PRIVADO,2017-01-13,www.invista.me,INVISTA REAL ESTATE,F3 · 1 a 10 bi,0.008947434629214697
26454342000175,35,1174102506.57,LIFETIME GESTORA DE RECURSOS LTDA.,26454342000175,LIFETIME GESTORA DE RECURSOS LTDA.,LIFETIME,SÃO PAULO,SP,PRIVADO,2017-07-25,https://www.lifetimeasset.com.br/home,LIFETIME,F3 · 1 a 10 bi,0.008849866365063557
20403524000130,2,1168059319.0,PARCITAS MACRO GESTÃO DE INVESTIMENTOS LTDA,20403524000130,PARCITAS MACRO GESTÃO DE INVESTIMENTOS LTDA,PARCITAS INVESTIMENTOS,SÃO PAULO,SP,PRIVADO,2014-07-29,www.parcitas.com.br,PARCITAS INVESTIMENTOS,F3 · 1 a 10 bi,0.00880431548503882
00532804000131,2,1161356029.34,CERES - FUNDAÇÃO DE PREVIDÊNCIA,,,,,,,,,CERES - FUNDAÇÃO DE PREVIDÊNCIA,F3 · 1 a 10 bi,0.008753789046874048
35704148000191,36,1149477941.73,BRAVE GESTORA DE RECURSOS LTDA.,35704148000191,BRAVE GESTORA DE RECURSOS LTDA.,-----,SÃO PAULO,SP,PRIVADO,2020-06-18,www.braveasset.com.br,BRAVE GESTORA DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.008664257266273298
